9	1.20646	1.30608	1.34249	1.48193	1.77904	2.97187	15.7733	15.7860	15.8217	16.0675	16.1811
10	1.28860	1.30472	1.43207	1.48224	2.05370	15.7733	15.7818	15.7960	15.8217	16.0675	16.1811
11	1.31026	1.35052	1.44935	1.63798	3.41696	15.7722	15.7848	15.8062	15.8261	16.0898	16.1811
12	1.26125	1.28931	1.35683	1.78474	2.46433	15.3425	15.7848	15.8062	15.8661	16.0898	16.1811
13	1.24029	1.32615	1.44212	1.49686	1.58415	2.47489	15.7820	15.7956	15.8148	16.0675	16.1811
14	1.22580	1.28204	1.39915	1.49956	1.55783	2.23506	15.7818	15.7860	15.8148	16.0675	16.1811
15	1.29090	1.30193	1.37417	1.48226	1.53941	2.20608	3.56527	15.7860	15.8148	16.0675	16.1811
16	1.30484	1.36133	1.44502	1.50233	1.60464	2.95147	15.7820	15.7960	15.8261	16.0898	16.1811
17	1.24477	1.32286	1.41418	1.48250	1.62860	3.91582	15.7820	15.7956	15.8148	16.0675	16.1811
18	1.31466	1.36025	1.43650	1.51364	1.85971	2.26664	15.7820	15.7960	15.8217	16.0675	16.1811
19	1.28843	1.32546	1.36751	1.42223	1.63983	2.19093	15.4218	15.7956	15.8148	16.0675	16.1811
20	1.31113	1.39274	1.44906	1.51206	1.55791	2.55712	15.7820	15.7960	15.8217	16.0675	16.1811
21	1.16622	1.20612	1.28236	1.38753	1.84764	2.72806	15.7820	15.7960	15.8217	16.0675	16.1811
22	1.27967	1.32342	1.35808	1.52948	1.80629	2.34673	15.7820	15.7960	15.8217	16.0675	16.1811
23	1.27749	1.29140	1.41025	1.51513	1.61269	15.5796	15.7855	15.7999	15.8261	16.0898	16.1811
24	1.23994	1.31169	1.39683	1.48927	1.55275	4.21574	15.7820	15.7960	15.8148	16.0675	16.1811
25	1.17664	1.20056	1.31459	1.48067	2.15803	15.7855	15.7960	15.8148	15.9171	16.1375	16.1811
26	1.28811	1.30249	1.34365	1.49144	1.56329	2.57457	15.7860	15.8062	15.8661	16.0675	16.1811
27	1.28931	1.40267	1.46409	1.58611	2.20377	15.7801	15.7999	15.8217	15.9171	16.0898	16.1811
28	1.19686	1.28424	1.31209	1.41072	1.58511	3.53061	15.4122	15.8159	15.8899	16.0675	16.1811
29	1.09475	1.30043	1.39186	1.54236	1.70707	2.94652	15.7999	15.8159	15.8899	16.0675	16.1811
30	1.32727	1.39933	1.49058	1.57515	1.65367	3.12313	15.8057	15.8217	15.9171	16.0898	16.1811
31	1.28542	1.31016	1.43930	1.49727	1.62400	2.91218	15.6966	15.8159	15.8899	16.0675	16.1811
32	1.20935	1.28813	1.45869	1.50738	2.17219	3.58733	6.39245	15.8159	15.8899	16.0675	16.1811
33	1.24495	1.28320	1.29720	1.38991	1.53062	2.02575	15.8057	15.8159	15.8899	16.0675	16.1811
34	1.21245	1.29360	1.36083	1.51434	2.50854	15.5060	15.8062	15.8261	15.9171	16.0675	16.1811
35	1.20229	1.28197	1.31322	1.42020	1.52304	2.32839	15.8116	15.8514	15.9497	16.0898	16.1811
36	1.31875	1.43103	1.46617	1.53962	1.97803	4.42369	15.8116	15.8514	15.9497	16.0898	16.1811
37	1.07610	1.21261	1.29052	1.40820	1.50632	2.64866	15.8062	15.8217	15.8899	16.0675	16.1811
38	1.21141	1.28611	1.33557	1.44314	1.59715	3.01593	15.8116	15.8514	15.9497	16.0898	16.1811
39	1.41314	1.46227	1.50465	1.65439	4.29789	15.7899	15.8217	15.8661	15.9534	16.1375	16.1811
40	1.19550	1.24903	1.31875	1.47769	1.70718	2.95443	15.8159	15.8661	15.9534	16.1375	16.1811
41	1.28884	1.33769	1.49816	1.64073	1.78111	2.29364	15.8217	15.8899	15.9525	16.1006	16.1811
42	1.27648	1.29701	1.33765	1.52099	1.81436	3.58639	15.8076	15.8556	15.9525	16.1006	16.1811
43	1.28227	1.29727	1.37540	1.47833	1.70810	4.38943	15.8261	15.8899	15.9534	16.1375	16.1811
44	1.27266	1.29401	1.43645	1.47825	1.70453	7.86925	15.7484	15.8556	15.9525	16.1006	16.1811
45	1.27045	1.29447	1.32740	1.47021	1.53893	3.60216	15.8159	15.8661	15.9534	16.1006	16.1811
46	1.16632	1.24533	1.28594	1.33515	1.60107	2.32122	15.8217	15.8661	15.9525	16.1006	16.1811
47	1.20535	1.29175	1.33995	1.57138	1.74477	2.98060	15.8159	15.8661	15.9534	16.1006	16.1811
48	1.26337	1.33009	1.46016	1.51098	1.60370	2.44073	15.8159	15.8661	15.9534	16.1006	16.1811
49	1.26546	1.29050	1.34045	1.49469	1.59271	2.01040	15.8217	15.8592	15.9525	16.1006	16.1811
50	0.95145	1.26366	1.29428	1.38470	1.48095	2.35220	15.8261	15.8661	15.9534	16.1375	16.1811
51	1.15228	1.30119	1.33198	1.66560	4.16003	15.8261	15.8556	15.9171	15.9575	16.1375	16.1935
52	1.28161	1.29210	1.32089	1.40999	1.47793	2.98176	15.8313	15.8899	15.9575	16.1621	16.1935
53	1.29921	1.33037	1.36594	1.46632	1.50957	2.04801	15.8514	15.9171	16.0319	16.1375	16.1935
54	1.15742	1.21164	1.27596	1.37217	1.49340	1.99928	15.8514	15.9171	16.0319	16.1375	16.1935
55	1.21778	1.28944	1.30584	1.44049	2.09529	3.02096	15.8514	15.8899	15.9575	16.1375	16.1935
56	1.26756	1.30187	1.39642	1.62470	1.72658	2.30486	15.8136	15.8899	15.9575	16.1375	16.1935
57	1.20344	1.32474	1.45643	1.51567	2.16074	3.04003	15.8556	15.9171	15.9575	16.1375	16.1935
58	1.17965	1.22716	1.31873	1.38864	2.24528	5.58756	15.2982	15.9171	15.9575	16.1375	16.1935
59	1.15593	1.24748	1.28710	1.47550	1.62856	1.91482	15.5342	15.9171	15.9575	16.1375	16.1935
60	1.23524	1.28575	1.32537	1.44891	1.61356	2.15403	15.8592	15.9497	16.0675	16.1665	16.1935
61	1.12262	1.28154	1.30777	1.44639	1.66240	4.31954	15.8592	15.9469	16.0319	16.1375	16.1935
62	1.27345	1.29027	1.45064	1.52564	1.63348	3.72724	15.8661	15.9497	16.0319	16.1375	16.1935
63	1.24965	1.34603	1.48210	1.61122	2.26469	5.28559	15.8661	15.9497	16.0319	16.1375	16.1935
64	1.19441	1.29682	1.40204	1.45829	1.66374	2.25509	3.68204	15.9171	15.9575	16.1375	16.1935
65	1.29550	1.36939	1.43188	1.51724	1.71791	2.35399	15.8661	15.9469	16.0319	16.1621	16.1935
66	1.15571	1.28470	1.32940	1.41089	1.47976	2.16864	15.8899	15.9497	16.0319	16.1621	16.2542
67	1.12141	1.19762	1.30963	1.45266	1.54410	15.8350	15.9469	16.0232	16.1006	16.1780	16.2542
68	1.27668	1.29958	1.31251	1.46156	1.67990	2.25715	15.9390	15.9534	16.0898	16.1665	16.2542
69	1.22094	1.29187	1.32052	1.47764	1.57321	2.78827	15.9390	15.9575	16.1006	16.1780	16.2542
70	1.31012	1.42672	1.53486	1.85439	2.31033	3.64731	15.9390	15.9575	16.0898	16.1665	16.2542
71	1.28358	1.31517	1.41732	1.50930	1.82914	6.42987	15.9390	15.9534	16.0898	16.1665	16.2542
72	1.22743	1.30304	1.39196	1.57107	3.82505	15.0726	15.9497	15.9575	16.0919	16.1665	16.2542
73	1.29864	1.34041	1.46984	1.60587	2.12857	2.49948	15.9469	15.9575	16.0919	16.1665	16.2542
74	1.12174	1.27685	1.33255	1.43970	1.56015	1.93083	15.8836	15.9575	16.0919	16.1665	16.2542
75	1.28663	1.32424	1.43981	1.57544	2.87748	3.51109	15.9497	16.0319	16.1332	16.1780	16.2542
76	1.24342	1.28458	1.37557	1.49575	1.63935	3.61163	15.9497	16.0319	16.1006	16.1665	16.2542
77	1.28218	1.30651	1.38293	1.48958	2.10728	2.91597	15.9469	16.0232	16.1006	16.1780	16.2542
78	1.20979	1.28004	1.34566	1.43111	1.53886	2.35516	15.9525	16.0675	16.1332	16.1811	16.2542
79	1.06436	1.29590	1.33643	1.56153	1.95532	3.98564	15.9525	16.0319	16.0919	16.1665	16.2542
80	1.06688	1.27977	1.32822	1.48953	1.62313	3.67289	16.0145	16.0858	16.1006	16.1665	16.2542
81	1.29473	1.32515	1.44670	1.51298	1.68033	2.26358	15.8227	16.0858	16.1006	16.1665	16.2542
82	1.31865	1.40718	1.53932	1.63680	2.27196	3.92893	16.0232	16.0893	16.1006	16.1665	16.2542
83	1.27242	1.30105	1.43539	1.49572	1.67948	3.56108	16.0319	16.0898	16.1332	16.1780	16.2542
84	1.23087	1.31815	1.43686	1.46993	1.95013	3.13749	16.0319	16.0898	16.1272	16.1780	16.2542
85	1.18741	1.28920	1.36526	1.52740	1.86262	3.45039	16.0675	16.0919	16.1332	16.1811	16.2542
86	1.28362	1.30368	1.34826	1.51753	1.65864	3.66839	16.0865	16.1191	16.1375	16.1811	16.2542
87	1.04333	1.20229	1.30270	1.49754	2.24307	11.5306	16.0675	16.0919	16.1272	16.1780	16.2542
88	1.20684	1.29643	1.37507	1.50752	1.64666	3.90951	16.0858	16.1006	16.1272	16.1780	16.2542
89	1.29850	1.39813	1.49174	1.55468	1.66507	2.36483	16.0858	16.1006	16.1272	16.1780	16.2542
90	1.26582	1.28569	1.32757	1.43099	1.53071	1.95959	8.53066	16.0919	16.1272	16.1780	16.2542
91	1.03286	1.21192	1.29066	1.37775	1.48468	1.63771	16.0858	16.0919	16.1272	16.1780	16.2542
92	1.19840	1.28245	1.31973	1.42804	2.36027	4.11989	15.8593	16.0919	16.1272	16.1780	16.2542
93	1.26629	1.32848	1.40778	1.51055	2.04806	3.16675	16.0858	16.1006	16.1272	16.1780	16.2542
94	1.21293	1.29752	1.36750	1.52272	2.14057	3.64350	16.0858	16.0919	16.1272	16.1780	16.2542
95	1.20261	1.27239	1.29974	1.43488	1.57492	2.68451	16.0865	16.1006	16.1332	16.1811	16.2542
96	1.19612	1.29701	1.35331	1.59889	2.20336	3.98081	16.0858	16.1006	16.1332	16.1811	16.2542
97	1.08696	1.23218	1.29910	1.34749	1.51335	2.15358	16.0865	16.0952	16.1272	16.1780	16.2542
98	1.28204	1.28697	1.38458	1.46248	1.60957	2.97440	16.0919	16.1072	16.1375	16.1811	16.2542
99	1.10566	1.22181	1.32794	1.43944	1.54240	2.97440	16.0671	16.1006	16.1332	16.1789	16.2542

Best Genome
-1
21
-0.073803800000000003	-1	1	0.10000000000000001
-0.216330842654294	-1	1	0.10000000000000001
-0.068422765188513854	-1	1	0.10000000000000001
0.25087799999999999	-1	1	0.10000000000000001
-0.28574872600190743	-1	1	0.10000000000000001
8.9548205358617566e-05	-1	1	0.10000000000000001
-0.20604593174700159	-1	1	0.10000000000000001
0.27538204535680461	-1	1	0.10000000000000001
0.06669324484677569	-1	1	0.10000000000000001
0.090395000000000003	-1	1	0.10000000000000001
-0.01236448921027679	-1	1	0.10000000000000001
-0.44930735556039492	-1	1	0.10000000000000001
-0.00054722868374024202	-1	1	0.10000000000000001
-0.13594322389178121	-1	1	0.10000000000000001
0.59670050251549522	-1	1	0.10000000000000001
0.0097379600000000004	-1	1	0.10000000000000001
7.8199999999999997e-06	-1	1	0.10000000000000001
-0.051376260515192507	-1	1	0.10000000000000001
0.001384693379655727	-1	1	0.10000000000000001
-0.065495940577089296	-1	1	0.10000000000000001
-0.004504194459070493	-1	1	0.10000000000000001
16.254294396737006	65	43	-1	-1
